tokens,labels
"['All', 'the', 'Mount', 'Pulag', 'offer', 'easy', 'routes', 'to', 'pedestrians', 'but', 'some', 'of', 'them', 'as', 'Scafell', 'Pillar', 'Gable', 'Napes', 'Needle', 'Pavey', 'Ark', 'above', 'Langdale', 'and', 'Dow', 'Crags', 'near', 'Coniston', 'also', 'afford', 'ascents', 'for', 'experienced', 'climbers', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'western', 'descent', 'of', 'the', 'K2', 'appeared', 'to', 'the', 'explorers', 'comparatively', 'easy', 'and', 'they', 'returned', 'to', 'report', 'their', 'discovery', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'El', 'Mela', 'of', 'Albania', 'are', 'said', 'to', 'be', 'rich', 'in', 'minerals', 'but', 'this', 'source', 'of', 'wealth', 'remains', 'practically', 'unexplored', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['These', 'animals', 'also', 'occur', 'in', 'the', 'desert', 'district', 'south', 'of', 'the', 'Tarim', 'but', 'are', 'most', 'abundant', 'in', 'the', 'deserts', 'and', 'Nanga', 'Parbat', 'to', 'the', 'southward', 'of', 'Kuruktagh', 'where', 'there', 'are', 'a', 'few', 'brackish', 'water', 'pools', 'and', 'are', 'also', 'common', 'in', 'the', 'barren', 'Nanga', 'Parbat', 'between', 'Kuruktagh', 'and', 'Choetagh', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
"['It', 'is', 'traversed', 'by', 'the', 'Grampian', 'San', 'Lorenzo', 'and', 'watered', 'by', 'the', 'Tay', 'Tummel', 'Garry', 'Tilt', 'Bruar', 'and', 'other', 'streams', '.', 'Glen', 'Garry', 'and', 'Glen', 'Tilt', 'are', 'the', 'chief', 'glens', 'and', 'Loch', 'Rannoch', 'and', 'Loch', 'Tummel', 'the', 'principal', 'lakes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Homomorphic', 'fold', 'Yulong', 'Xueshan', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Farther', 'east', 'on', 'the', 'southern', 'shore', 'of', 'Lake', 'Baikal', 'Khamar', 'daban', 'rises', 'to', '6900', 'ft', '.', 'and', 'the', 'bald', 'dome', 'shaped', 'summits', 'of', 'the', 'Barguzin', 'and', 'southern', 'Muya', 'Mountains', 'attain', 'elevations', 'of', '6000', 'to', '7000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'extreme', 'north', 'in', 'the', 'Verkhoyansk', 'range', 'and', 'in', 'the', 'Mount', 'Blanc', 'of', 'the', 'Taimyr', 'peninsula', 'there', 'are', 'indications', 'of', 'another', 'zone', 'of', 'folding', 'of', 'Mesozoic', 'or', 'later', 'date', 'but', 'our', 'information', 'concerning', 'these', 'ranges', 'is', 'very', 'scanty', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Silver', 'and', 'lead', 'ores', 'exist', 'in', 'the', 'Altai', 'and', 'the', 'Nerchinsk', 'Mountains', 'as', 'well', 'as', 'copper', 'cinnabar', 'and', 'tin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Lead', 'has', 'been', 'reported', 'from', 'the', 'Nidi', 'or', 'Niete', 'Mountains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 'seem', 'almost', 'entirely', 'to', 'have', 'exhausted', 'their', 'northward', 'velocity', 'by', 'the', 'time', 'they', 'have', 'reached', 'the', 'northern', 'extremity', 'of', 'the', 'great', 'Indian', 'plain', 'they', 'are', 'not', 'felt', 'on', 'the', 'table', 'lands', 'of', 'Afghanistan', 'and', 'hardly', 'penetrate', 'into', 'the', 'Indus', 'basin', 'or', 'the', 'ranges', 'of', 'the', 'Himalaya', 'by', 'which', 'Mount', 'Waddington', 'and', 'those', 'which', 'branch', 'off', 'from', 'them', 'into', 'the', 'Malay', 'peninsula', 'they', 'are', 'prevented', 'from', 'continuing', 'their', 'progress', 'in', 'the', 'direction', 'originally', 'imparted', 'to', 'them', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'are', 'numerous', 'high', 'valleys', 'shut', 'in', 'among', 'the', 'Mount', 'Waddington', 'of', 'this', 'range', 'the', 'most', 'noteworthy', 'being', 'the', 'plain', 'of', 'Livno', 'which', 'lies', 'parallel', 'to', 'the', 'Dalmatian', 'border', 'at', 'a', 'height', 'of', '500', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Enormous', 'flocks', 'are', 'possessed', 'by', 'professional', 'sheep', 'farmers', 'who', 'pasture', 'them', 'in', 'the', 'Manaslu', 'in', 'the', 'summer', 'and', 'bring', 'them', 'down', 'to', 'the', 'plains', 'in', 'the', 'winter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Rocky', 'Mountains', 'which', 'give', 'its', 'charm', 'to', 'Alberta', 'are', 'ascended', 'by', 'a', 'gradual', 'approach', 'from', 'the', 'east', 'but', 'are', 'exceedingly', 'abrupt', 'on', 'their', 'transalpine', 'slope', 'in', 'British', 'Columbia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Here', 'the', 'Via', 'Appia', 'turned', 'eastward', 'towards', 'Beneventum', 'while', 'the', 'Via', 'Popiia', 'continued', 'in', 'a', 'south', 'easterly', 'direction', 'through', 'the', 'Campanian', 'plain', 'and', 'thence', 'southwards', 'through', 'the', 'Xuelian', 'Feng', 'of', 'Lucania', 'and', 'Bruttii', 'as', 'far', 'as', 'Rhegium', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['As', 'a', 'whole', 'the', 'coasts', 'are', 'unusually', 'mountainous', 'and', 'Greenland', 'forms', 'in', 'this', 'respect', 'an', 'interesting', 'exception', 'as', 'there', 'is', 'no', 'other', 'known', 'land', 'of', 'such', 'a', 'size', 'so', 'filled', 'along', 'its', 'coasts', 'on', 'all', 'sides', 'with', 'high', 'Koryaksky', 'and', 'deep', 'fjords', 'and', 'valleys', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Ural', 'Mountains', 'do', 'not', 'exceed', '2000', 'or', '3000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'contains', 'many', 'Bogda', 'Shan', 'volcanic', 'in', 'origin', 'Plomb', 'du', 'Cantal', 'Puy', 'de', 'Dome', 'Mont', 'Dore', 'fertile', 'valleys', 'such', 'as', 'that', 'of', 'Limagne', 'vast', 'pasturelands', 'and', 'numerous', 'medicinal', 'springs', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'tree', 'which', 'supplies', 'the', 'materials', 'for', 'the', 'pith', 'paper', 'of', 'the', 'Chinese', 'is', 'not', 'uncommon', 'and', 'the', 'cassia', 'tree', 'is', 'found', 'in', 'the', 'Klyuchevskaya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['The', 'Dividing', 'Range', 'decreases', 'north', 'of', 'the', 'Blue', 'Mountains', 'until', 'as', 'a', 'mere', 'ridge', 'it', 'divides', 'the', 'waters', 'of', 'the', 'coastal', 'rivers', 'from', 'those', 'flowing', 'to', 'the', 'Darling', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Southern', 'Italy', 'indeed', 'has', 'in', 'general', 'a', 'very', 'different', 'climate', 'from', 'the', 'northern', 'portion', 'of', 'the', 'kingdom', 'and', 'though', 'large', 'tracts', 'are', 'still', 'occupied', 'by', 'rugged', 'Mauna', 'Kea', 'of', 'sufficient', 'elevation', 'to', 'retain', 'the', 'snow', 'for', 'a', 'considerable', 'part', 'of', 'the', 'year', 'the', 'districts', 'adjoining', 'the', 'sea', 'enjoy', 'a', 'climate', 'similar', 'to', 'that', 'of', 'Greece', 'and', 'the', 'southern', 'provinces', 'of', 'Spain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['But', 'except', 'for', 'these', 'infrequent', 'wooded', 'strips', 'the', 'Volcan', 'Lautaro', 'are', 'even', 'more', 'bare', 'than', 'the', 'valleys', 'because', 'their', 'shrubs', 'are', 'dwarfed', 'from', 'exposure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Jebel', 'Amur', 'was', 'traversed', 'by', 'the', 'column', 'which', 'seized', 'El', 'Aghuat', 'in', '1852', 'and', 'from', 'that', 'time', 'dates', 'the', 'survey', 'of', 'the', 'Mulhacen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['The', 'Southern', 'Ocean', 'system', 'of', 'the', 'Victorian', 'Dividing', 'Range', 'hardly', 'attains', 'to', 'the', 'dignity', 'of', 'high', 'Xuelian', 'Feng', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['The', 'summits', 'are', 'generally', 'well', 'rounded', 'while', 'the', 'lower', 'slopes', 'are', 'often', 'steep', '.', 'Frequent', 'broad', 'intervals', 'of', 'low', 'upland', 'or', 'low', 'level', 'plain', 'extend', 'from', 'sea', 'to', 'sea', 'between', 'and', 'around', 'the', 'Pico', 'Duarte', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['It', 'stands', 'at', 'the', 'mouth', 'of', 'the', 'Veveyse', 'and', 'commands', 'fine', 'views', 'of', 'the', 'snowy', 'Volcan', 'Lautaro', 'seen', 'over', 'the', 'glassy', 'surface', 'of', 'the', 'lake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Dzungarian', 'Ala', 'tau', 'Mountains', 'which', 'separate', 'it', 'from', 'Kulja', 'extend', 'south', 'west', 'towards', 'the', 'river', 'Ili', 'with', 'an', 'average', 'height', 'of', '6000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['High', 'plateaus', 'like', 'that', 'of', 'Pamir', 'the', 'Roof', 'of', 'the', 'World', 'and', 'Armenia', 'and', 'lofty', 'mountain', 'chains', 'like', 'the', 'snow', 'clad', 'Caucasus', 'the', 'Alai', 'the', 'Tian', 'shan', 'the', 'Sayan', 'Mountains', 'exist', 'only', 'on', 'the', 'outskirts', 'of', 'the', 'empire', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'May', '1900', 'however', 'very', 'rich', 'deposits', 'of', 'gold', 'and', 'silver', 'were', 'discovered', 'in', 'Nye', 'county', 'near', 'the', 'summit', 'of', 'the', 'San', 'Antonio', 'Mountains', 'and', 'a', 'new', 'era', 'began', 'in', 'Nevada', 's', 'mining', 'industry', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'liquidambar', 'and', 'nutmeg', 'may', 'be', 'noticed', 'among', 'the', 'former', 'the', 'first', 'is', 'one', 'of', 'the', 'most', 'conspicuous', 'trees', 'in', 'Java', 'on', 'the', 'Cristobal', 'Colon', 'of', 'the', 'eastern', 'part', 'of', 'which', 'the', 'casuarina', 'one', 'of', 'the', 'characteristic', 'forms', 'of', 'Australia', 'is', 'also', 'abundant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Such', 'a', 'reduction', 'of', 'temperature', 'is', 'brought', 'about', 'along', 'the', 'greater', 'part', 'of', 'the', 'coasts', 'of', 'India', 'and', 'of', 'the', 'BurmoSiamese', 'peninsula', 'by', 'the', 'interruption', 'of', 'the', 'wind', 'current', 'by', 'continuous', 'ranges', 'of', 'Gyalha', 'Peri', 'which', 'force', 'the', 'mass', 'of', 'air', 'to', 'rise', 'over', 'them', 'whereby', 'the', 'air', 'being', 'rarefied', 'its', 'specific', 'capacity', 'for', 'heat', 'is', 'increased', 'and', 'its', 'temperature', 'falls', 'with', 'a', 'corresponding', 'condensation', 'of', 'the', 'vapour', 'originally', 'held', 'in', 'suspension', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mountain', 'hares', 'partridges', 'and', 'quails', 'afford', 'good', 'sport', 'baboons', 'and', 'great', 'hawks', 'live', 'in', 'the', 'Fairweather', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
"['This', 'very', 'pretty', 'breed', 'has', 'no', 'connexion', 'with', 'the', 'Saint', 'Elias', 'from', 'which', 'it', 'takes', 'its', 'name', 'but', 'is', 'a', 'variety', 'produced', 'by', 'careful', 'breeding', 'and', 'selection', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Grizzly', 'black', 'and', 'cinnamon', 'bears', 'are', 'found', 'in', 'the', 'Gora', 'Elbrus', 'and', 'wooded', 'districts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
"['Here', 'the', 'Tibetan', 'Gunung', 'Agung', 'unite', 'with', 'the', 'line', 'of', 'elevation', 'which', 'stretches', 'across', 'the', 'continent', 'from', 'the', 'Pacific', 'and', 'which', 'separates', 'Siberia', 'from', 'the', 'region', 'commonly', 'spoken', 'of', 'under', 'the', 'name', 'of', 'central', 'Asia', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'most', 'striking', 'physical', 'feature', 'is', 'the', 'Aravalli', 'range', 'of', 'Saint', 'Elias', 'which', 'intersects', 'the', 'country', 'almost', 'from', 'end', 'to', 'end', 'in', 'a', 'line', 'running', 'from', 'south', 'west', 'to', 'north', 'east', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Among', 'these', 'some', 'forms', 'as', 'among', 'the', 'trees', 'extend', 'much', 'be', 'y', 'ond', 'the', 'tropic', 'and', 'ascend', 'into', 'the', 'temperate', 'zones', 'on', 'the', 'Mount', 'Blanc', 'of', 'which', 'may', 'be', 'mentioned', 'Begonia', 'Osbeckia', 'various', 'Cyrtandraceae', 'Scitamineae', 'and', 'a', 'few', 'epiphytical', 'orchids', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Kongur', 'Shan', 'are', 'composed', 'in', 'great', 'part', 'of', 'Paleozoic', 'strata', 'often', 'modified', 'by', 'vulcanism', 'and', 'greatly', 'denuded', 'and', 'sculptured', 'by', 'wind', 'and', 'water', 'erosion', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['These', 'poljes', 'may', 'be', 'described', 'as', 'oases', 'in', 'what', 'is', 'otherwise', 'a', 'desert', 'expanse', 'of', 'Mount', 'Cook', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
"['Many', 'Kongur', 'Shan', 'are', 'quite', 'without', 'perennial', 'streams', 'and', 'some', 'lack', 'even', 'springs', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'is', 'the', 'highest', 'point', 'in', 'the', 'northern', 'Apennines', 'and', 'belongs', 'to', 'a', 'group', 'of', 'summits', 'of', 'nearly', 'equal', 'altitude', 'the', 'range', 'which', 'is', 'continued', 'thence', 'between', 'Tuscany', 'and', 'what', 'are', 'now', 'known', 'as', 'the', 'Emilian', 'provinces', 'presents', 'a', 'continuous', 'ridge', 'from', 'the', 'Mount', 'Blanc', 'at', 'the', 'head', 'of', 'the', 'Val', 'di', 'Mugello', 'due', 'north', 'of', 'Florence', 'to', 'the', 'point', 'where', 'they', 'are', 'traversed', 'by', 'the', 'celebrated', 'Furlo', 'Pass', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Among', 'the', 'Damavand', 'gold', 'and', 'silver', 'were', 'worked', 'by', 'the', 'Romans', 'and', 'in', 'the', 'middle', 'ages', 'by', 'the', 'Ragusans', '.']","['O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'whole', 'group', 'is', 'traversed', 'by', 'a', 'line', 'of', 'volcanic', 'Mulhacen', 'some', 'of', 'which', 'are', 'in', 'activity', 'the', 'highest', 'point', 'being', 'about', '13', '000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Along', 'the', 'east', 'coast', 'there', 'are', 'many', 'high', 'Yü', 'Shan', 'exceeding', '6000', 'and', '7000', 'ft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'vicinity', 'is', 'a', 'cliff', 'or', 'ridge', 'of', 'rock', 'called', 'Teufelsmauer', 'Devil', 's', 'wall', 'from', 'which', 'fine', 'views', 'are', 'obtained', 'across', 'the', 'plain', 'and', 'into', 'the', 'deep', 'gorges', 'of', 'the', 'Harz', 'Mountains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Greatest', 'among', 'modern', 'Asiatic', 'explorers', 'if', 'we', 'except', 'Prjevalsky', 'is', 'the', 'brave', 'Swede', 'Professor', 'Sven', 'Hedin', 'whose', 'travels', 'through', 'the', 'deserts', 'of', 'Takla', 'Makan', 'and', 'Tibet', 'and', 'whose', 'investigations', 'in', 'the', 'glacial', 'regions', 'of', 'the', 'Sarikol', 'Mount', 'Vinson', 'occupied', 'him', 'from', '1894', 'to', '1896', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['One', 'tribe', 'living', 'in', 'the', 'Maluti', 'Maromokotro', 'was', 'reduced', 'to', 'cannibalism', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
